ts,site_id,device_id,measurement,unit,value
2026-04-19T23:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.19
2026-04-19T23:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.3
2026-04-19T23:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,11.7
2026-04-19T23:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,13.667
2026-04-20T00:00:00Z,demo-site,bess_module_01,state_of_charge,percent,64.19
2026-04-20T00:00:00Z,demo-site,bess_module_01,active_power,watts,1081328.1
2026-04-20T00:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,1079245.3
2026-04-20T00:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,2082.8
2026-04-20T00:00:00Z,demo-site,bess_module_02,state_of_charge,percent,57.56
2026-04-20T00:00:00Z,demo-site,bess_module_02,active_power,watts,1368268.7
2026-04-20T00:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,1373584.9
2026-04-20T00:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-5316.2
2026-04-20T00:00:00Z,demo-site,compute_module_01,active_power,watts,822768.1
2026-04-20T00:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,68.56
2026-04-20T00:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,-1626828.7
2026-04-20T00:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,18.84
2026-04-20T00:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,32.63
2026-04-20T00:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,37.62
2026-04-20T00:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,38.356
2026-04-20T01:00:00Z,demo-site,bess_module_01,state_of_charge,percent,32.33
2026-04-20T01:00:00Z,demo-site,bess_module_01,active_power,watts,1168953.2
2026-04-20T01:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,1125283.0
2026-04-20T01:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,43670.2
2026-04-20T01:00:00Z,demo-site,bess_module_02,state_of_charge,percent,18.87
2026-04-20T01:00:00Z,demo-site,bess_module_02,active_power,watts,1420146.9
2026-04-20T01:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,1432178.4
2026-04-20T01:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-12031.5
2026-04-20T01:00:00Z,demo-site,compute_module_01,active_power,watts,838092.9
2026-04-20T01:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,69.84
2026-04-20T01:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,-1751007.2
2026-04-20T01:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,20.2
2026-04-20T01:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.94
2026-04-20T01:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,38.23
2026-04-20T01:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,36.56
2026-04-20T02:00:00Z,demo-site,bess_module_01,state_of_charge,percent,10.0
2026-04-20T02:00:00Z,demo-site,bess_module_01,active_power,watts,1220110.6
2026-04-20T02:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,1191698.1
2026-04-20T02:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,28412.5
2026-04-20T02:00:00Z,demo-site,bess_module_02,state_of_charge,percent,20.68
2026-04-20T02:00:00Z,demo-site,bess_module_02,active_power,watts,-75726.0
2026-04-20T02:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T02:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-75726.0
2026-04-20T02:00:00Z,demo-site,compute_module_01,active_power,watts,779980.3
2026-04-20T02:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,65.0
2026-04-20T02:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,-364404.3
2026-04-20T02:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.51
2026-04-20T02:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,31.9
2026-04-20T02:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,39.11
2026-04-20T02:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,40.424
2026-04-20T03:00:00Z,demo-site,bess_module_01,state_of_charge,percent,10.0
2026-04-20T03:00:00Z,demo-site,bess_module_01,active_power,watts,33213.3
2026-04-20T03:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T03:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,33213.3
2026-04-20T03:00:00Z,demo-site,bess_module_02,state_of_charge,percent,10.0
2026-04-20T03:00:00Z,demo-site,bess_module_02,active_power,watts,1103231.5
2026-04-20T03:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,1164185.2
2026-04-20T03:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-60953.7
2026-04-20T03:00:00Z,demo-site,compute_module_01,active_power,watts,925420.8
2026-04-20T03:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,77.12
2026-04-20T03:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,-211024.0
2026-04-20T03:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.2
2026-04-20T03:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,32.9
2026-04-20T03:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,35.44
2026-04-20T03:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,34.999
2026-04-20T04:00:00Z,demo-site,bess_module_01,state_of_charge,percent,10.0
2026-04-20T04:00:00Z,demo-site,bess_module_01,active_power,watts,5721.0
2026-04-20T04:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T04:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,5721.0
2026-04-20T04:00:00Z,demo-site,bess_module_02,state_of_charge,percent,10.0
2026-04-20T04:00:00Z,demo-site,bess_module_02,active_power,watts,40931.8
2026-04-20T04:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T04:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,40931.8
2026-04-20T04:00:00Z,demo-site,compute_module_01,active_power,watts,967388.6
2026-04-20T04:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,80.62
2026-04-20T04:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,920735.8
2026-04-20T04:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,20.28
2026-04-20T04:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.78
2026-04-20T04:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,23.44
2026-04-20T04:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,24.158
2026-04-20T05:00:00Z,demo-site,bess_module_01,state_of_charge,percent,13.13
2026-04-20T05:00:00Z,demo-site,bess_module_01,active_power,watts,-130971.9
2026-04-20T05:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,-99622.6
2026-04-20T05:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-31349.3
2026-04-20T05:00:00Z,demo-site,bess_module_02,state_of_charge,percent,13.89
2026-04-20T05:00:00Z,demo-site,bess_module_02,active_power,watts,-162661.0
2026-04-20T05:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,-126792.5
2026-04-20T05:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-35868.6
2026-04-20T05:00:00Z,demo-site,compute_module_01,active_power,watts,985901.0
2026-04-20T05:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,82.16
2026-04-20T05:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1279533.9
2026-04-20T05:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,20.4
2026-04-20T05:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,32.7
2026-04-20T05:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,22.0
2026-04-20T05:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,25.504
2026-04-20T06:00:00Z,demo-site,bess_module_01,state_of_charge,percent,15.45
2026-04-20T06:00:00Z,demo-site,bess_module_01,active_power,watts,-96813.7
2026-04-20T06:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,-55849.1
2026-04-20T06:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-40964.6
2026-04-20T06:00:00Z,demo-site,bess_module_02,state_of_charge,percent,16.91
2026-04-20T06:00:00Z,demo-site,bess_module_02,active_power,watts,-126024.3
2026-04-20T06:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,-71080.6
2026-04-20T06:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-54943.7
2026-04-20T06:00:00Z,demo-site,compute_module_01,active_power,watts,1074818.0
2026-04-20T06:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,89.57
2026-04-20T06:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1297656.0
2026-04-20T06:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,21.14
2026-04-20T06:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.61
2026-04-20T06:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,22.58
2026-04-20T06:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,23.834
2026-04-20T07:00:00Z,demo-site,bess_module_01,state_of_charge,percent,13.51
2026-04-20T07:00:00Z,demo-site,bess_module_01,active_power,watts,71317.2
2026-04-20T07:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T07:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,71317.2
2026-04-20T07:00:00Z,demo-site,bess_module_02,state_of_charge,percent,17.02
2026-04-20T07:00:00Z,demo-site,bess_module_02,active_power,watts,-4701.4
2026-04-20T07:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T07:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-4701.4
2026-04-20T07:00:00Z,demo-site,compute_module_01,active_power,watts,1057311.2
2026-04-20T07:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,88.11
2026-04-20T07:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,990695.4
2026-04-20T07:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.57
2026-04-20T07:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,34.14
2026-04-20T07:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,24.81
2026-04-20T07:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,22.644
2026-04-20T08:00:00Z,demo-site,bess_module_01,state_of_charge,percent,13.46
2026-04-20T08:00:00Z,demo-site,bess_module_01,active_power,watts,1676.6
2026-04-20T08:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T08:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,1676.6
2026-04-20T08:00:00Z,demo-site,bess_module_02,state_of_charge,percent,16.67
2026-04-20T08:00:00Z,demo-site,bess_module_02,active_power,watts,12661.9
2026-04-20T08:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T08:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,12661.9
2026-04-20T08:00:00Z,demo-site,compute_module_01,active_power,watts,1131953.6
2026-04-20T08:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,94.33
2026-04-20T08:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1117615.2
2026-04-20T08:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,20.58
2026-04-20T08:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.7
2026-04-20T08:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,31.63
2026-04-20T08:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,35.112
2026-04-20T09:00:00Z,demo-site,bess_module_01,state_of_charge,percent,12.62
2026-04-20T09:00:00Z,demo-site,bess_module_01,active_power,watts,30998.4
2026-04-20T09:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T09:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,30998.4
2026-04-20T09:00:00Z,demo-site,bess_module_02,state_of_charge,percent,17.4
2026-04-20T09:00:00Z,demo-site,bess_module_02,active_power,watts,-30470.2
2026-04-20T09:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T09:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-30470.2
2026-04-20T09:00:00Z,demo-site,compute_module_01,active_power,watts,1156351.2
2026-04-20T09:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,96.36
2026-04-20T09:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1155822.9
2026-04-20T09:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.33
2026-04-20T09:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,34.14
2026-04-20T09:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,36.93
2026-04-20T09:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,36.08
2026-04-20T10:00:00Z,demo-site,bess_module_01,state_of_charge,percent,12.7
2026-04-20T10:00:00Z,demo-site,bess_module_01,active_power,watts,-3513.0
2026-04-20T10:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T10:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-3513.0
2026-04-20T10:00:00Z,demo-site,bess_module_02,state_of_charge,percent,16.38
2026-04-20T10:00:00Z,demo-site,bess_module_02,active_power,watts,37465.1
2026-04-20T10:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T10:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,37465.1
2026-04-20T10:00:00Z,demo-site,compute_module_01,active_power,watts,1171481.3
2026-04-20T10:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,97.62
2026-04-20T10:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1137529.2
2026-04-20T10:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.77
2026-04-20T10:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,30.79
2026-04-20T10:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,49.19
2026-04-20T10:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,47.566
2026-04-20T11:00:00Z,demo-site,bess_module_01,state_of_charge,percent,13.38
2026-04-20T11:00:00Z,demo-site,bess_module_01,active_power,watts,-28386.8
2026-04-20T11:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T11:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-28386.8
2026-04-20T11:00:00Z,demo-site,bess_module_02,state_of_charge,percent,15.82
2026-04-20T11:00:00Z,demo-site,bess_module_02,active_power,watts,20788.0
2026-04-20T11:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T11:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,20788.0
2026-04-20T11:00:00Z,demo-site,compute_module_01,active_power,watts,1235804.8
2026-04-20T11:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,100.0
2026-04-20T11:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1243403.6
2026-04-20T11:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.99
2026-04-20T11:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.31
2026-04-20T11:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,40.16
2026-04-20T11:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,40.412
2026-04-20T12:00:00Z,demo-site,bess_module_01,state_of_charge,percent,11.9
2026-04-20T12:00:00Z,demo-site,bess_module_01,active_power,watts,54237.1
2026-04-20T12:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T12:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,54237.1
2026-04-20T12:00:00Z,demo-site,bess_module_02,state_of_charge,percent,14.6
2026-04-20T12:00:00Z,demo-site,bess_module_02,active_power,watts,44667.8
2026-04-20T12:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T12:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,44667.8
2026-04-20T12:00:00Z,demo-site,compute_module_01,active_power,watts,1201396.0
2026-04-20T12:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,100.0
2026-04-20T12:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1102491.1
2026-04-20T12:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.19
2026-04-20T12:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,34.08
2026-04-20T12:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,44.22
2026-04-20T12:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,44.792
2026-04-20T13:00:00Z,demo-site,bess_module_01,state_of_charge,percent,10.23
2026-04-20T13:00:00Z,demo-site,bess_module_01,active_power,watts,61347.1
2026-04-20T13:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T13:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,61347.1
2026-04-20T13:00:00Z,demo-site,bess_module_02,state_of_charge,percent,14.63
2026-04-20T13:00:00Z,demo-site,bess_module_02,active_power,watts,-1495.3
2026-04-20T13:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T13:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-1495.3
2026-04-20T13:00:00Z,demo-site,compute_module_01,active_power,watts,1231798.1
2026-04-20T13:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,100.0
2026-04-20T13:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1171946.4
2026-04-20T13:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.71
2026-04-20T13:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,34.91
2026-04-20T13:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,36.77
2026-04-20T13:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,36.943
2026-04-20T14:00:00Z,demo-site,bess_module_01,state_of_charge,percent,10.85
2026-04-20T14:00:00Z,demo-site,bess_module_01,active_power,watts,-25813.5
2026-04-20T14:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,0.0
2026-04-20T14:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-25813.5
2026-04-20T14:00:00Z,demo-site,bess_module_02,state_of_charge,percent,15.98
2026-04-20T14:00:00Z,demo-site,bess_module_02,active_power,watts,-56422.4
2026-04-20T14:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,0.0
2026-04-20T14:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-56422.4
2026-04-20T14:00:00Z,demo-site,compute_module_01,active_power,watts,1136890.4
2026-04-20T14:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,94.74
2026-04-20T14:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1219126.3
2026-04-20T14:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,21.14
2026-04-20T14:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,33.98
2026-04-20T14:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,24.19
2026-04-20T14:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,25.223
2026-04-20T15:00:00Z,demo-site,bess_module_01,state_of_charge,percent,22.18
2026-04-20T15:00:00Z,demo-site,bess_module_01,active_power,watts,-473510.6
2026-04-20T15:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,-354717.0
2026-04-20T15:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,-118793.6
2026-04-20T15:00:00Z,demo-site,bess_module_02,state_of_charge,percent,25.93
2026-04-20T15:00:00Z,demo-site,bess_module_02,active_power,watts,-415909.8
2026-04-20T15:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,-451458.0
2026-04-20T15:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,35548.2
2026-04-20T15:00:00Z,demo-site,compute_module_01,active_power,watts,1116675.6
2026-04-20T15:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,93.06
2026-04-20T15:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,2006095.9
2026-04-20T15:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.56
2026-04-20T15:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,32.25
2026-04-20T15:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,18.62
2026-04-20T15:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,18.617
2026-04-20T16:00:00Z,demo-site,bess_module_01,state_of_charge,percent,30.44
2026-04-20T16:00:00Z,demo-site,bess_module_01,active_power,watts,-345454.3
2026-04-20T16:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,-431698.1
2026-04-20T16:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,86243.8
2026-04-20T16:00:00Z,demo-site,bess_module_02,state_of_charge,percent,40.34
2026-04-20T16:00:00Z,demo-site,bess_module_02,active_power,watts,-602189.0
2026-04-20T16:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,-549434.0
2026-04-20T16:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-52755.0
2026-04-20T16:00:00Z,demo-site,compute_module_01,active_power,watts,1038929.7
2026-04-20T16:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,86.58
2026-04-20T16:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,1986573.0
2026-04-20T16:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,21.09
2026-04-20T16:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,32.46
2026-04-20T16:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,17.6
2026-04-20T16:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,17.054
2026-04-20T17:00:00Z,demo-site,bess_module_01,state_of_charge,percent,46.36
2026-04-20T17:00:00Z,demo-site,bess_module_01,active_power,watts,-665299.9
2026-04-20T17:00:00Z,demo-site,bess_module_01,dam_dispatch_w,watts,-670188.7
2026-04-20T17:00:00Z,demo-site,bess_module_01,rtm_dispatch_w,watts,4888.8
2026-04-20T17:00:00Z,demo-site,bess_module_02,state_of_charge,percent,62.23
2026-04-20T17:00:00Z,demo-site,bess_module_02,active_power,watts,-915031.9
2026-04-20T17:00:00Z,demo-site,bess_module_02,dam_dispatch_w,watts,-852967.4
2026-04-20T17:00:00Z,demo-site,bess_module_02,rtm_dispatch_w,watts,-62064.5
2026-04-20T17:00:00Z,demo-site,compute_module_01,active_power,watts,1006598.4
2026-04-20T17:00:00Z,demo-site,compute_module_01,gpu_utilization,percent,83.88
2026-04-20T17:00:00Z,demo-site,revenue_meter_01,settlement_power,watts,2586930.1
2026-04-20T17:00:00Z,demo-site,cdu_01,inlet_temperature,celsius,19.03
2026-04-20T17:00:00Z,demo-site,cdu_01,outlet_temperature,celsius,34.06
2026-04-20T17:00:00Z,demo-site,market_01,dam_clearing_price_usd_per_mwh,usd_per_mwh,14.44
2026-04-20T17:00:00Z,demo-site,market_01,rtm_clearing_price_usd_per_mwh,usd_per_mwh,14.445
